id,dataset,grade,problem,answer,operation,formula
nluds-1304,ASDiv,1-2,The ages of Ashley and Mary are in the ratio 4:7. The sum of their ages is 22. Find the ages of Ashley and Mary.,8 (years old); 14 (years old),Algebra-1,m:Mary's age; 4m/7=22-m
nluds-1305,ASDiv,1-2,"The ages of Peter, Margaret and Jack are consecutive odd numbers. The sum of the ages of Peter and Margaret equals Jack's age before 5 years. Find the ages of Peter, Margaret and Jack.",7 (years old); 9 (years old); 11 (years old),Algebra-1,x:Peter's age; x+(x+2)-5=(x+4)
nluds-1306,ASDiv,1-2,"The sum of the ages of Tony and Teddy equals their mother's age. Tony is two years younger than Teddy. If the age of the mother is 42, find the ages of Tony and Teddy?",20 (years old); 22 (years old),Algebra-1,x:Tony's age; x+(x+2)=42
nluds-1307,ASDiv,1-2,"At present Allen is 10 years younger than Scott. Five years from now, Scott's age will be 2 times the present age of Allen. Find the present age of Allen and Scott.",5 (years old); 15 (years old),Algebra-1,x:Scott's present age; x+5=2(x-10+5)
nluds-1308,ASDiv,1-2,"The present ages of Lewis and Brown are in the ratio 1:2. Three years from now, the ages will be in the ratio 3:5. Find the present ages of Lewis and Brown.",6 (years old); 12 (years old),Algebra-1,x:Lewis's present age; (x+3)/(2x+3)=3/5
nluds-1309,ASDiv,1-2,Thrice the sum of a number and 2 equals 24 added with the same number. Write algebraic equation and find the number.,9,Algebra-1,x:The number; 3*(x+2)=24+x
nluds-1310,ASDiv,1-2,"Consider three consecutive positive integers. If the third number is subtracted from the sum of first two numbers, the difference is 10. Find the numbers.",11; 12; 13,Algebra-1,x:The first number; x+(x+1)-(x+2)=10
nluds-1311,ASDiv,1-2,A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.,5,Algebra-1,x:The number; x+3x=20
nluds-1312,ASDiv,1-2,A number divided by 7 is five-fourteenth. Find the number.,5/2,Algebra-1,x:The number; x/7=5/14
nluds-1313,ASDiv,1-2,Sum of a number and 15 is 96. Find the number.,81,Algebra-1,x:The number; x+15=96
nluds-1314,ASDiv,1-2,"The difference of two numbers is 100. If one of the numbers is 91, find the other number.",191,Algebra-1,x:The other number; x-91=100
nluds-1315,ASDiv,1-2,12 less than twice a number is 20. Find the number.,16,Algebra-1,x:The number; 2x-12=20
nluds-1316,ASDiv,1-2,"If a number is subtracted from 32, the digits of 32 are interchanged. Find the number.",55,Algebra-1,x:The number; x-32=23
nluds-1317,ASDiv,1-2,The difference of 5 times a number and 17 is 23. Find the number and 5 times the number.,8; 40,Algebra-1,x:The number; 5x-17=23
nluds-1318,ASDiv,1-2,One-third of a number minus seven gives eight. Find the number.,45,Algebra-1,x:The number; (1/3)*x-7=8
nluds-1319,ASDiv,1-2,Consider two-third of number and add up six to it. The result is ten. Find the unknown number.,6,Algebra-1,x:The unknown number; (2/3)*x+6=10
nluds-1320,ASDiv,1-2,"I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.",32,Algebra-1,x:The number; (x-6)/13=2
nluds-1321,ASDiv,1-2,Wilson has a number in mind. If he takes away one-third of the number from it the result is sixteen-third. Find the number.,8,Algebra-1,x:The number; x-(1/3)*x=16/3
nluds-1322,ASDiv,1-2,The sum of two consecutive odd numbers is 20. Find the numbers.,9; 11,Algebra-1,x:The first number; x+(x+2)=20
nluds-1323,ASDiv,1-2,The sum of three consecutive even numbers is 42. Choose suitable variable and create single variable algebraic equations and find the difference between the greatest and smallest number.,4,Algebra-1,x:The first number; (x+4)-x=4
nluds-1324,ASDiv,1-2,One-third of certain number added with one-fifth gives eight-fifteenth of the number. Find the number and check your calculation.,1,Algebra-1,x:The certain number; x*(1/3)+(1/5)=x*(8/15)
nluds-1325,ASDiv,1-2,The difference between one-third of a number and 5 is 10. Find the number.,45,Algebra-1,x:The number; (1/3)*x-5=10
nluds-1326,ASDiv,1-2,"The sum of two numbers is 132, whose ratio is 5:6. Find the numbers.",60; 72,Algebra-2,x:One of the numbers; y:The other number; x+y=132; x:y=5:6
nluds-1327,ASDiv,1-2,"The sum of the digits of a two digit number is 15. If the digits in the tenth place 8, find the two digit number.",87,Algebra-2,x:The tens digit; y:The units digit; x+y=15; x=8
nluds-1328,ASDiv,1-2,The fraction whose numerator is 3 and the denominator is 1 more than twice the numerator. Find the fraction.,3/7,Algebra-2,x:The denominator; y:The numerator; x=y*2+1; y=3
nluds-1329,ASDiv,1-2,"The difference of two numbers is 70. If the larger number is 6 times the smaller number, find the numbers.",84; 14,Algebra-2,x:The larger number; y:The smaller number; x-y=70; x=6y
nluds-1330,ASDiv,1-2,"Two numbers are in the ratio 1:3. If I add 2 to each of the numbers, the ratio becomes 1:2. Find the original numbers.",2; 6,Algebra-2,x:One of the numbers; y:The other number; x:y=1:3; x+2:y+2=1:2
nluds-1331,ASDiv,1-2,The sum of 7 more than 5 times a number is equal to sum of 6 more than twice the same number. Write the statement into possible algebraic equations and find the unknown number.,-(1/3),Algebra-1,n:The unknown number; 5n+7=2n+6
nluds-1332,ASDiv,1-2,A number equals 5 times the difference between the number and 4. Find the number.,5,Algebra-1,x:The number; (x-4)*5=x
nluds-1333,ASDiv,1-2,"In a fraction, the denominator is 3 more than numerator. The sum of numerator and denominator is 7. Find the fraction.",5/2,Algebra-2,x:The denominator; y:The numerator; y+3=x; x+y=7
nluds-1334,ASDiv,1-2,A rectangular cupboard is of length 6 m and perimeter 20 m. Find the width of the cupboard.,4 (m),Geometry,2(6+w)=20
nluds-1335,ASDiv,1-2,The sides of scalene triangle are in the ratio 2:4:3 and its perimeter are 27 inches. Find the sides of the triangle.,6 (inches); 12 (inches); 9 (inches),Geometry,2x+4x+3x=27
nluds-1336,ASDiv,1-2,The area of trapezium is 84 Sq.cm and height is 8 cm. The parallel sides are in the ratio 2:5. Find the length of the bases.,6 (cm); 15 (cm),Geometry,84=(1/2)*8*(2x+5x)
nluds-1337,ASDiv,1-2,The perimeter of an equilateral triangle is 54 cm. Find the length of each side of triangle.,18 (cm),Geometry,3L=54
nluds-1338,ASDiv,1-2,Mr. White purchased a carpet for rectangular hall of area 800 sq. yards. The length of the hall is 32 yards. Find the required width of the carpet.,25 (yards),Geometry,32w=800
nluds-1339,ASDiv,1-2,"The area of right angled triangle is 32 sq. cm. If the base is 8 cm, find its height.",8 (cm),Geometry,(8h)/2=32
nluds-1340,ASDiv,1-2,"The length of the rectangular building is 7 ft more than its width. If the perimeter of the building wall is 98 ft, find its length and width.",28 (ft); 21 (ft),Geometry,(L+(L-7))*2=98
nluds-1341,ASDiv,1-2,The area of a rectangular garden is 1800 sq. ft. Find the width if its height measures 40 ft.,45 (ft),Geometry,40*w=1800
nluds-1342,ASDiv,1-2,The perimeter of a hexagonal display board is 42 cm. The board has to be bordered around with satin ribbon. Find the length of ribbon required to border each side.,7 (cm),Geometry,42/6=7
nluds-1343,ASDiv,1-2,In an isosceles triangle one of the angles of a triangle is 54 degrees. Find the base angles of the triangle.,63 (degrees),Geometry,54+2x=180
nluds-1344,ASDiv,1-2,The zee Theme Park's fountain wall is in the shape of equilateral triangle. The total perimeter of the wall is 51 yards. Find the measure of each side of the wall.,17 (yards),Geometry,51/3=17
nluds-1345,ASDiv,1-2,"A rectangular swimming pool was constructed for Kids at Hotel Park. The length of the swimming pool is twice its width. If the length is 16 ft, find the width and area of the pool.",8 (ft); 128 (sq. ft),Geometry,2W=16
nluds-1346,ASDiv,1-2,The base of the parallelogram is 11 inches and its area is 132 Sq. inches. Find the height of the parallelogram.,12 (inches),Geometry,11H=132
nluds-1347,ASDiv,1-2,The angles of a triangle are in the ratio 1:2:3. Find each angle of the triangle.,30 (degrees); 60 (degrees); 90 (degrees),Geometry,x+2x+3x=180
nluds-1348,ASDiv,1-2,If the second angle is 32 degree less than thrice the first angle and the third angle is 28 degree less than twice the first angle. Find the angles of the triangle.,40 (degrees); 88 (degrees); 52 (degrees),Algebra-2,x:The first angle; y:The second angle; y=3x-32; 180-(x+y)=2x-28
nluds-1349,ASDiv,1-2,The perimeter of two squares ABCD and PQRS are 3:2 respectively. The sums of the perimeters of the squares are 30. Find the perimeter of ABCD and PQRS.,18; 12,Algebra-2,x:The perimeter of ABCD; y:The perimeter of PQRS; 2x=3y; x+y=30
nluds-1350,ASDiv,1-2,A field is in the shape of an equilateral triangle attached to the width of the rectangular region where width of the rectangle and side of the triangle measures the same. The length of rectangular region is 76 ft and the side of triangular region measures 42 ft. Find the perimeter of the field.,90 (ft),Algebra-2,x:A side of triangular; y:The length side of rectangular; 2y+2x=76; 3x=42
nluds-1351,ASDiv,1-2,"If one pack of gum costs $2, how many packs of gum can you buy with $16?",8 (packs of gum),Common-Division,16/2=8
nluds-1352,ASDiv,1-2,"Donna and her friend found some money. They split the money evenly, each getting $32.50. How much money did they find?",65.0 (dollars),Multiplication,32.5*2=65.0
nluds-1353,ASDiv,1-2,Kim wants to buy a new watch that costs $87.60. How much change does she receive if she gives the cashier $100?,12.4 (dollars),Subtraction,100-87.6=12.4
nluds-1354,ASDiv,1-2,"After paying $2.30 for a drink, Bryon has $17.15. How much money did he have before buying the drink?",19.45 (dollars),Addition,2.3+17.15=19.45
nluds-1355,ASDiv,1-2,A recipe for cookies calls for 3 cups of sugar. Katie has already put in half a cup. How many more cups does she need to put in?,2.5 (cups),Subtraction,3.0-0.5=2.5
nluds-1356,ASDiv,1-2,John was given $14.00 in order to buy a gift. This covered half of the cost. How much did the gift cost?,28 (dollars),Multiplication,14.0*2=28.0
nluds-1357,ASDiv,1-2,Your dog ate 12 of your notecards for school. That was 3/4 of your notecards that you need to turn in. How many notecards had you completed?,16 (notecards),Algebra-1,x:The total number of notecards; 12=3/4*x
nluds-1358,ASDiv,1-2,"Bob and his four friends decided to divide the pizza bill evenly. If each person paid $8, then what was the total price for the pizza?",40 (dollars),Multiplication,8*(1+4)=40
nluds-1359,ASDiv,1-2,"If one round costs $80, how many rounds of golf can you play with $400?",5 (rounds of golf),Common-Division,400/80=5
nluds-1360,ASDiv,1-2,Last Thursday Drew had $30. Over the weekend he received some money for cutting the grass. He now has $61. How much money did he get paid for cutting the grass?,31 (dollars),Subtraction,61-30=31
nluds-1361,ASDiv,1-2,Last week Adam ran 25 miles more than Katie. Adam ran 35 miles. How many miles did Katie run?,10 (miles),Subtraction,35-25=10
nluds-1362,ASDiv,1-2,Last week Howard had 26 dollars. He washed windows over the weekend and now has 52 dollars. How much money did he make washing windows?,26 (dollars),Subtraction,52-26=26
nluds-1363,ASDiv,1-2,"There were 6 soccer balls in the bag. Coach B. found several additional soccer balls, and placed them in the bag. There are now 24 balls in the bag. How many soccer balls did he pick up?",18 (soccer balls),Subtraction,24-6=18
nluds-1364,ASDiv,1-2,There were 22 bales of hay in the barn. Keith stacked more bales in the barn today. There are now 89 bales of hay in the barn. How many bales did he store in the barn ?,67 (bales),Subtraction,89-22=67
nluds-1365,ASDiv,1-2,There are thirty-eight dogwood trees currently in the park. Park workers will plant more dogwood trees today. When the workers are finished there will be fifty-six dogwood trees in the park. How many dogwood trees did the workers plant today ?,18 (dogwood trees),Subtraction,56-38=18
nluds-1366,ASDiv,1-2,Joan is baking a cake. The recipe calls for 7 cups of flour. She already put in 3 cups. How many more cups does she need to add ?,4 (cups),Subtraction,7-3=4
nluds-1367,ASDiv,1-2,Alyssa has 30 books in her library. She bought several books at a yard sale over the weekend. She now has 88 books in her library. How many books did she buy at the yard sale ?,58 (books),Subtraction,88-30=58
nluds-1368,ASDiv,1-2,There were six roses in the vase. Jessica cut some more roses from her flower garden. There are now eighteen roses in the vase. How many roses did she cut ?,12 (roses),Subtraction,18-6=12
nluds-1369,ASDiv,1-2,"Sam received eighty-seven dollars for his birthday. He went to a sporting goods store and bought a baseball glove, baseball, and bat. He had twenty-three dollars left over, how much did he spent on the baseball gear ?",64 (dollars),Subtraction,87-23=64
nluds-1370,ASDiv,1-2,"If one cartridge costs 15 dollars, how many ink cartridges can you buy with 180 dollars?",12 (ink cartridges),Common-Division,180/15=12
nluds-1371,ASDiv,1-2,"After paying 6 dollars for the pie, Sandy has 57 dollars left. How much money did she have before buying the pie ?",63 (dollars),Addition,6+57=63
nluds-1372,ASDiv,1-2,There were eight red roses and two white roses in the vase. Melanie cut some more roses from her flower garden. There are now fourteen red roses in the vase. How many red roses did she cut ?,6 (red roses),Subtraction,14-8=6
nluds-1373,ASDiv,1-2,"Jason had 27 peaches and 17 pears left at his roadside fruit stand. He went to the orchard and picked more peaches to stock up the stand. There are now 90 peaches at the stand, how many did he pick ?",63 (peaches),Subtraction,90-27=63
nluds-1374,ASDiv,1-2,"Mike found sixty-two seashells on the beach, he gave Tom some of his seashells. He has thirteen seashell left. How many seashells did he give to Tom ?",49 (seashells),Subtraction,62-13=49
nluds-1375,ASDiv,1-2,"If one pack costs 11 dollars, how many packs of DVD's can you buy with 110 dollars?",10 (packs),Common-Division,110/11=10
nluds-1376,ASDiv,1-2,Last week Fred had 46 dollars and Jason had 13 dollars. Fred washed cars over the weekend and now has 57 dollars. How much money did Fred make washing cars ?,11 (dollars),Subtraction,57-46=11
nluds-1377,ASDiv,1-2,There were forty-seven bales of hay in the barn and forty bales in the shed. Benny stacked more bales in the barn today. There are now eighty-two bales of hay in the barn. How many bales did he store in the barn ?,35 (bales),Subtraction,82-47=35
nluds-1378,ASDiv,1-2,The company has large and small ink cartridges in stock. How many ink cartridges can you buy with 182 dollars if one cartridge costs 14 dollars ?,13 (ink cartridges),Common-Division,182/14=13
nluds-1379,ASDiv,1-2,Mary is baking a cake. The recipe calls for 9 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many more cups of flour does she need to add ?,7 (cups),Subtraction,9-2=7
nluds-1380,ASDiv,1-2,The store has CD's and DVD's that you need. How many packs of DVD's can you buy with 132 dollars if one pack costs 12 dollars ?,11 (packs),Common-Division,132/12=11
nluds-1381,ASDiv,1-2,There are thirty-three rose bushes and thirty-seven oak trees currently in the park. Park workers will plant more rose bushes today. When the workers are finished there will be ninety-eight rose bushes in the park. How many rose bushes did the workers plant today ?,65 (rose bushes),Subtraction,98-33=65
nluds-1382,ASDiv,1-2,Dan's high school played eighteen baseball games this year and two were at night. The team won most of their games. They were defeated during three games. How many games did they win ?,15 (games),Subtraction,18-3=15
nluds-1383,ASDiv,1-2,"After eating at the restaurant, Mary, Nancy, and Fred decided to divide the bill evenly. Nancy did not have dessert. If each person paid 33 dollars, what was the total of the bill ?",99 (dollars),Multiplication,3*33=99
nluds-1384,ASDiv,1-2,"On Monday, three hundred ninety-six students went on a trip to the zoo. All seven buses were filled and four students had to travel in cars. How many students were in each bus ?",56 (students),Algebra-1,x:The number of students in each bus; 7x+4=396
nluds-1385,ASDiv,1-2,Benny sold half of his comic books and then bought 6 more. He now has 17. How many did he begin with ?,22 (comic books),Algebra-1,x:Benny's comic books; (x/2)+6=17
nluds-1386,ASDiv,1-2,Fred bought five new baseball trading cards to add to his collection. The next day his dog ate half of his collection. There are now only twenty-six cards left. How many cards did Fred start with ?,47 (cards),Algebra-1,x:The number of cards that Fred started with; (x+5)-(x+5)/2=26
nluds-1387,ASDiv,1-2,Jessica spent half of her allowance going to the movies. She washed the family car and earned six dollars. What is her weekly allowance if she ended with eleven dollars ?,10 (dollars),Algebra-1,x:Jessica's weekly allowance; x/2+6=11
nluds-1388,ASDiv,1-2,Melanie had 276 dollars to spend on 9 books. After buying them she had 15 dollars. How much did each book cost ?,29 (dollars),Algebra-1,x:Each book cost; 276-9x=15
nluds-1389,ASDiv,1-2,The sum of three consecutive odd numbers is one hundred twenty-three. What is the smallest of the three numbers ?,39,Algebra-1,x:The first number; x+(x+2)+(x+4)=123
nluds-1390,ASDiv,1-2,The sum of three consecutive numbers is 90. What is the smallest of the three numbers ?,29,Algebra-1,x:The first number; x+(x+1)+(x+2)=90
nluds-1391,ASDiv,1-2,Nancy bought a soft drink for 4 dollars and 6 candy bars. She spent a total of 28 dollars. How much did each candy bar cost ?,4 (dollars),Algebra-1,y:Dollars of each candy bar; 4*1+6y=28
nluds-1392,ASDiv,1-2,Oceanside Bike Rental Shop charges a 17 dollar fixed fee plus 7 dollars an hour for renting a bike. Mary paid 80 dollars to rent a bike. How many hours did she pay to have the bike checked out ?,9 (hours),Algebra-1,x:Dollars for renting an hour; 17+7x=80
nluds-1393,ASDiv,1-2,"There are 650 students in a school. If the number of girls is 106 more than the boys, how many boys are there in the school?",272 (boys),Algebra-2,x:The number of boys; y:The number of girls; x+y=650; y-x=106
nluds-1394,ASDiv,1-2,"A man is thrice as old as his son. After 12 years, he will be twice as old as his son. Find their present ages.",36 (years old); 12 (years old),Algebra-2,x:The present age of the man; y:The present age of the man's son; x=3*y; x+12=(y+12)*2
nluds-1395,ASDiv,1-2,"Vidya's mother's age is 5 years more than the three times of Vidya's present age. Find Vidya's present age, if her mother is 44 years old.",13 (years old),Algebra-1,x:Vidya's present age; 3*x+5=44
nluds-1396,ASDiv,1-2,Sachin says that he has 6 books more than the 6 times of the books Priyanka has. Sachin has 42 books. How many books does Priyanka have?,6 (books),Algebra-1,P:The number of Priyanka' books; 6P+6=42
nluds-1397,ASDiv,1-2,"Sushi's father bought x lollipops. 5 were eaten by the the children. If 7 lollipops are left, how many lollipops did sushi's father bring?",12 (lollipops),Algebra-1,x:Lollipops that Sushi's father bought; x=5+7
nluds-1398,ASDiv,1-2,"If 10 years ago he was 25 years old, how old is Rojer now?",35 (years old),Algebra-1,x:Rojer's age; x-10=25
nluds-1399,ASDiv,1-2,"After 15 years, Ariel will be four times as old as she is now. Determine her present age.",5 (years old),Algebra-1,x:Ariel's present age; 4x=x+15
nluds-1400,ASDiv,1-2,Mrs.Martin is 27 years older than her daughter Neil. After 8 years she will be twice as old as Neil. Find their present ages.,46 (years old); 19 (years old),Algebra-2,M:Martin's present age; N:Neil's present age; M=N+27; M+8=2*(N+8)
nluds-1401,ASDiv,1-2,"In an isosceles triangle, the base angles are equal. The vertex angle is twice either base angle. What are the angles of the triangle?",45 (degrees); 45 (degrees); 90 (degrees),Geometry,2x+x+x=180
nluds-1402,ASDiv,1-2,"Two boys have 480 marbles between them. One arranges them in heaps of 6 marbles and the other in heaps of 9 each. If the total number of heaps is 72, how many marbles does each have?",336 (marbles); 144 (marbles),Algebra-2,x:Heaps of 6 marbles; y:Heaps of 9 marbles; 6x+9y=480; x+y=72
nluds-1403,ASDiv,1-2,"Sum of two numbers is 52. If one of the numbers is 10 more than the other, find the numbers.",31; 21,Algebra-2,x:The large number; y:The small number; x+y=52; x-y=10
nluds-1404,ASDiv,1-2,"The present age of Jacob's father is three times that of Jacob. After 5 years, sum of their ages would be 70 years. Find their present ages.",45 (years old); 15 (years old),Algebra-2,F:Present age of Jacob's father; J:Jacob's present age; F=J*3; (F+5)+(J+5)=70
nluds-1405,ASDiv,1-2,"Length of a rectangle is 8 m less than twice its width. If the perimeter of the rectangle is 56 m, find its length and width.",16 (m); 12 (m),Algebra-2,L:Length of the rectangle; W:Width of the rectangle; L=W*2-8; 2L+2W=56
nluds-1406,ASDiv,1-2,Sum of three consecutive integers is 24. Find the integers.,7; 8; 9,Algebra-1,x:The first number; x+(x+1)+(x+2)=24
nluds-1407,ASDiv,1-2,"Five years hence, the age of Jacob will be three times that of his son. Five years ago, Jacob's age was seven times that of his son. What are their present ages?",40 (years old); 10 (years old),Algebra-2,x:Jacob's age; y:The age of Jacob's son; x+5=3(y+5); x-5=7(y-5)
nluds-1408,ASDiv,1-2,"Five years ago, I was thrice as old as my son and ten years later I shall be twice as old as my son. How old are we now?",50 (years old); 20 (years old),Algebra-2,x:My age; y:The age of my son; x+5=3(y-5); x-5=2(y+10)
nluds-1409,ASDiv,1-2,A is two years older than B. A's father D is twice as old as A and B is twice old as his sister C. The ages of D and C differ by 40 years. Find the ages of A and B.,26 (years old); 24 (years old),Algebra-2,A:The age of a person; C:The age of B's sister; A=B+2; 2A=(1/2)*B+40
nluds-1410,ASDiv,1-2,"Two years ago, a father was five times as old as his son. Two years later, his age will be 8 more than the age of the son. Find the present ages of father and son.",12 (years old); 4 (years old),Algebra-2,x:The age of the father; y:The age of the father's son; x-2=5(y-2); x+2=y+2+8
nluds-1411,ASDiv,1-2,Father's age is three times the sum of the ages of his two children. After 5 years his age will be twice the sum of age of two children. Find the age of father.,15 (years old); 5 (years old),Algebra-2,x:The age of the father; y:The sum of the ages of two children; x=3y; x+5=2(y+5)
nluds-1412,ASDiv,1-2,5 years hence the age of a father shall be three times the age of his son while 5 years earlier the age of father was 7 times the age of his son. Find the present ages.,40 (years old); 10 (years old),Algebra-2,x:The age of the father; y:The age of the father's son; x+5=3(y+5); x-5=7(y-5)
nluds-1413,ASDiv,1-2,The age of a father is equal to the sum of the ages of his 5 children. After 15 years sum of the ages of the children will be twice the age of the father. Find the age of the father.,75 (years old),Algebra-2,x:The age of the father; y:The sum of the ages of five children; x=y; y+5*15=2x
nluds-1414,ASDiv,1-2,"Ten years ago, the sum of the ages of two sons was one-third of their father's age. One son is two years older than the other and sum of their present ages is 14 years less than the father's present age. Find the present ages of all.",21 (years old),Algebra-2,x:A age of one of sons; y:The age of the father; x+(x+2)=y/3; x+(x+2)=y-14
nluds-1415,ASDiv,1-2,"If twice the son's age is added to the father's, the sum is 70. But if twice the father's age is added to the son's age, the sum is 95. Find the ages of father and son.",40 (years old); 15 (years old),Algebra-2,x:The father's age; y:The son's age; 2y+x=70; 2x+y=95
nluds-1416,ASDiv,1-2,"I am three times as old as my son. Five years later, I shall be two and a half times as old as my son. How old am I and how old is my son?",45 (years old); 15 (years old),Algebra-2,x:My age; y:The age of my son; x=3y; x+5=2.5(y+5)
nluds-1417,ASDiv,1-2,The sum total of the ages of father and the son is 55 years. If the father was to live till his son's age equals his present age. The total of their ages would be 93 years. Find their present ages.,37 (years old); 18 (years old),Algebra-2,x:The present age of the father; y:The present age of the son; x+y=55; (x+(x-y))+(y+(x-y))=93
nluds-1418,ASDiv,1-2,The ages of two friends Anna and Ben differ by 3 years. Anna's father Denver is twice as old as Anna and Ben is twice as old as his sister Cathy. The ages of Cathy and Denver differ by 30 years. Find the ages of Anna and Ben.,19 (years old); 16 (years old),Algebra-2,A:Anna's age; C:Cathy's age; A-2C=3; 2A=C+30
nluds-1419,ASDiv,1-2,"Five years ago, Nancy was thrice as old as Sam. Ten years later, Nancy will be twice as old as Sam. How old are Nancy and Sam?",50 (years old); 20 (years old),Algebra-2,x:Sam's present age; y:Nancy's present age; y-5=3(x-5); y+10=2(x+10)
nluds-1420,ASDiv,1-2,Seven times a two digit is equal to four times the number obtained by reversing the order of digits and the sum of the digits is 3. Find the number.,12,Algebra-2,x:The number of the tens digital; y:The number of the unit digital; 7(10x+y)=4(10y+x); x+y=3
nluds-1421,ASDiv,1-2,A two digit number is four times the sum of its digits and twice the product of the digits. Find the number.,36,Algebra-2,x:The number of the tens digital; y:The number of the unit digital; 10x+y=4(x+y); 10x+y=2xy
nluds-1422,ASDiv,1-2,"A number consisting of two digits, is equal to 7 times the sum of its digits. When 27 is subtracted from the number, the digits interchange places. Find the number.",63,Algebra-2,x:The number of the tens digital; y:The number of the unit digital; 10x+y=7(x+y); 10x+y-27=10y+x
nluds-1423,ASDiv,1-2,"In a two digit number, the sum of the two digits is 9. If the digits are reversed , the number is increased by 9. Find the number.",45,Algebra-2,x:The number of the tens digital; y:The number of the unit digital; x+y=9; 10y+x=10x+y+9
nluds-1424,ASDiv,1-2,The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.,96,Algebra-2,x:The number of the tens digital; y:The number of the unit digital; x+y=15; 10x+y=10y+x+27
nluds-1425,ASDiv,1-2,"In a two digit number, the tens digit is three times the unit digit. When the number is decreased by 54, the digits are reversed. Find the number.",93,Algebra-2,x:The number of the tens digital; y:The number of the unit digital; x=3y; 10x+y=10y+x+54
nluds-1426,ASDiv,1-2,The sum of the digits of a two digit number is 8 and the difference between the number and that formed by reversing the digits is 18. Find the number.,53,Algebra-2,x:The number of the tens digital; y:The number of the units digital; x+y=8; (10x+y)-(10y+x)=18
nluds-1427,ASDiv,1-2,"A boat goes 30 km upstream and 44 km downstream in 10 hours. In 13 hours, it can go 40 km upstream and 55 km downstream. Determine the speed of the stream and that of boat in still water.",8 (km/hour); 3 (km/hour),Algebra-2,x:Speed of boat in still water; y:Speed of stream; 30/(x-y)+44/(x+y)=10; 40/(x-y)+55/(x+y)=13
nluds-1428,ASDiv,1-2,"Tara can row downstream 20 km in 2 hours, and upstream 4 km in 2 hours. Find her speed of rowing in still water and the speed of the current.",6 (km/hour); 4 (km/hour),Algebra-2,x:Speed of rowing in still water; y:Speed of current; 20/(x+y)=2; 4/(x-y)=2
nluds-1429,ASDiv,1-2,A sailor goes 8 km downstream in 40 minutes and comes back in 1 hour. Determine the speed of the sailor in still water and the speed of current.,10 (km/hour); 2 (km/hour),Algebra-2,x:Speed of sailor in still water; y:Speed of current; 8/(x+y)=40/60; 8/(x-y)=1
nluds-1430,ASDiv,1-2,"Points A and B are 70 km apart on a highway. A car starts from A and another car starts from B at the same time. If they travel in the same direction, they meet in 7 hours, but if they travel towards each other they meet in one hour. What are their respective speeds?",40 (km/hour); 30 (km/hour),Algebra-2,A:Car speed of point A; B:Car speed of point B; 7A-7B=70; A+B=70
nluds-1431,ASDiv,1-2,"Amy travelled 300 km by train and 200 km by taxi, it took him 5 hours 30 minutes. But if he travels 260 km by train and 240 km by taxi he takes 6 minutes longer. Find the speed of train and taxi.",100 (km/hour); 80 (km/hour),Algebra-2,x:Speed of train; y:Speed of taxi; (300/x)+(200/y)=5.5; (260/x)+(240/y)=5.6
nluds-1432,ASDiv,1-2,"A man travels 600 km partly by train and partly by car. If he covers 400 km by train and the rest by car, it takes him 6 hours and 30 minutes. But if he travels 200 km by train and rest by car, he takes 30 minutes longer. Find the speed of train and that of car.",100 (km/hour); 80 (km/hour),Algebra-2,x:Speed of train; y:Speed of car; 400/x+200/y=6.5; 200/x+400/y=7
nluds-1433,ASDiv,1-2,"The taxi charges in a city comprise of a fixed charge together with the charge for the distance covered. For a journey of 10 km, the charge paid is $75 and for a journey of 15 km, the charge paid is $110. What will a person have to pay for traveling a distance of 25 km?",180 (dollars),Algebra-2,x:Charge per km; y: Charge of a taxi; 10x+y=75; 15x+y=110
nluds-1434,ASDiv,1-2,A railway half ticket costs half the full fare and the reservation charge is the same on half ticket as on full ticket. One reserved first class from Michigan to Massachusetts costs $216 and one full and one half reserved first class tickets cost $327. What is the basic first class full fare and what is the reservation charge?,210 (dollars); 6 (dollars),Algebra-2,x:The cost of full first class ticket; y:The cost of reservation; x+y=216; 3/2x+2y=327
nluds-1435,ASDiv,1-2,"A man walks certain distance with certain speed. If he walks 1/2 km/hr faster, he takes 1 hr less. But if he walks 1 km/hr slower, he takes 3 more hours. Find the distance covered by the man and his original rate of walking.",36 (km); 4 (km/hour),Algebra-2,x:The original rate of walking; y:The distance covered; y/(x+1/2)=y/x-1; y/(x-1)=y/x+3
nluds-1436,ASDiv,1-2,A car goes uphill at the rate of 30 km an hour and downhill at the rate of 50 km an hour after 15 hours it has covered 650 km. How long did it go downhill and uphill respectively?,5 (hr); 10 (hr),Algebra-2,x:Distance when uphill; y:Distance when downhill; x+y=15; 30x+50y=650
nluds-1437,ASDiv,1-2,"Ronnie travels 300 km to her home partly by train and partly by bus. She takes 4 hours if she travels 60 km by train and the remaining by bus. If she travels 100 km by train and the remaining by bus, she takes 10 minutes longer. Find the speed of the train and bus separately.",60 (km/hour); 80 (km/hour),Algebra-2,x:Speed of train; y:Speed of bus; 60/x+240/y=4; 100/x+200/y=25/6
